,artist,album,track_name,track_id,release_date,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
264,Ruth B.,Lost Boy,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,2015-08-21,0.71,0.0565,7,-15.099,1,0.0534,0.0,0.0889,0.348,123.994,275280,4
265,Run–D.M.C.,Raising Hell,It's Tricky,6jBCehpNMkwFVF3dz4nLIW,1986-05-15,0.965,0.857,11,-8.458,0,0.17,0.0,0.0726,0.951,127.656,183760,4
266,MGMT,Oracular Spectacular,Kids,1jJci4qxiYcOHhQR247rEU,2007-12-14,0.451,0.931,9,-3.871,1,0.0719,0.0049,0.361,0.172,122.961,302840,4
267,X Ambassadors,VHS,Renegades,0fYVliAYKHuPmECRs1pbRf,2015-06-30,0.526,0.862,2,-6.003,1,0.0905,0.0597,0.229,0.528,90.052,195200,4
268,Imagine Dragons,Night Visions (Deluxe),On Top Of The World,6KuHjfXHkfnIjdmcIvt9r0,2012-09-04,0.635,0.926,0,-5.589,1,0.151,4.53e-06,0.0928,0.761,100.048,189840,4
269,Avicii,The Days / Nights,The Nights,0ct6r3EGTcMLPtrXHDvVjc,2014-01-01,0.527,0.835,6,-5.298,1,0.0433,0.0,0.249,0.654,125.983,176658,4
270,Justin Bieber,My World,Love Me,0yIywEquxORnu1dR0WYsdN,2009-01-01,0.729,0.868,3,-3.319,1,0.0609,0.0,0.283,0.632,124.957,191573,4
271,MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,2012,0.72,0.791,1,-4.689,1,0.124,0.0,0.157,0.756,102.071,175427,4
272,Gotye,Making Mirrors,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,2011-01-01,0.864,0.495,0,-7.036,1,0.037,0.000133,0.0992,0.72,129.062,244973,4
273,Rihanna,Unapologetic (Deluxe),Stay,1dEy9Pl81QopSxNsPxXQxv,2012-12-11,0.621,0.31,9,-10.164,0,0.0283,6.12e-05,0.117,0.125,111.893,240707,4
274,Michael Bublé,Crazy Love,Haven't Met You Yet,4fIWvT19w9PR0VVBuPYpWA,2009-10-06,0.615,0.733,8,-4.808,1,0.0335,0.0,0.109,0.796,122.58,244587,4
275,Katy Perry,Teenage Dream: The Complete Confection,The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,2012-03-12,0.687,0.792,1,-4.023,0,0.0353,0.0,0.2,0.864,133.962,227333,4
276,P!nk,Greatest Hits...So Far!!!,Raise Your Glass,2sOqwZMlI3pFzvkDj7owRo,2010-11-12,0.7,0.7,7,-4.934,1,0.0876,0.0,0.0295,0.629,122.033,203307,4
277,A Great Big World,Is There Anybody Out There?,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,2014-01-20,0.407,0.147,2,-8.822,1,0.0355,2.89e-06,0.0913,0.0765,141.284,229400,3
278,Train,Greatest Hits,Drops of Jupiter (Tell Me),5zJJjbFWPqjIdTg8v2tcMb,2018-11-09,0.495,0.7,0,-3.901,1,0.0272,0.0,0.252,0.513,79.716,260000,4
279,Avril Lavigne,Let Go,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,2002-06-04,0.585,0.776,5,-5.898,1,0.0459,7.74e-06,0.3,0.427,77.987,244507,4
280,Sara Bareilles,Little Voice,Love Song,4E6cwWJWZw2zWf7VFbH7wf,2007-07-03,0.583,0.786,2,-3.142,0,0.0301,0.0,0.188,0.573,123.055,258827,4
281,Avril Lavigne,The Best Damn Thing,Girlfriend,5HbCnVLXRyZVxnreOPgJCK,2007-04-17,0.56,0.959,7,-2.433,1,0.102,0.000206,0.209,0.67,163.983,216600,4
282,Jessie J,Who You Are (Platinum Edition),Domino,6MAdEUilV2p9RQUqE5bMAK,2011-01-01,0.757,0.547,7,-4.573,1,0.0355,0.0,0.0445,0.793,126.977,231693,4
283,Cobra Starship,Night Shades,You Make Me Feel... (feat. Sabi),16Of7eeW44kt0a1M0nitHM,2011-08-29,0.668,0.857,7,-2.944,0,0.0535,6.71e-06,0.0385,0.748,131.959,215693,4
284,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,2012-04-13,0.483,0.303,4,-10.058,1,0.0429,0.0,0.115,0.139,133.406,240166,3
285,DNCE,DNCE,Toothbrush,7ciLq0Cip0yxiz6KANrOUq,2016-11-18,0.556,0.785,7,-5.842,1,0.133,0.0,0.468,0.825,104.978,231813,4
286,Drake,Views,One Dance,1zi7xx7UVEFkmKfv06H8x0,2016-05-06,0.792,0.625,1,-5.609,1,0.0536,0.0018,0.329,0.37,103.967,173987,4
287,Alan Walker,Faded,Faded,7gHs73wELdeycvS48JfIos,2015-12-04,0.589,0.651,6,-5.097,1,0.0306,3.2e-06,0.111,0.166,90.011,212627,4
288,The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,0.64,0.743,10,-4.08,1,0.0379,0.0,0.101,0.361,122.035,262533,4
289,P!nk,Funhouse (Expanded Edition),So What,0JiY190vktuhSGN6aqJdrt,2008-10-24,0.534,0.87,11,-3.078,0,0.0425,0.0,0.241,0.462,126.019,215160,4
290,The Weeknd,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]","Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,2014-12-23,0.659,0.381,2,-5.922,0,0.0304,0.0,0.0972,0.426,119.844,252227,3
291,Kesha,Warrior (Expanded Edition),Die Young,7EQGXaVSyEDsCWKmUcfpLk,2012-11-30,0.711,0.7,1,-4.805,0,0.046,0.000125,0.215,0.801,128.001,211920,4
292,BANNERS,Empires On Fire,Someone To You,14BH4qO7pgCmIe6mgLKOK3,2017-11-03,0.468,0.936,2,-3.683,1,0.0455,0.0,0.24,0.663,75.05,219800,4
293,Weezer,Weezer,Island In The Sun,2MLHyLy5z5l5YRp7momlgw,2001-05-15,0.654,0.81,4,-6.26,0,0.0288,0.00251,0.165,0.661,114.623,200307,4
294,Bruno Major,A Song For Every Moon,Easily,2k9N4caeCIJLOWwWwssrEM,2017-08-31,0.772,0.256,7,-8.545,0,0.0481,0.00612,0.144,0.357,118.902,210240,3
295,Avicii,True,Wake Me Up,4h8VwCb1MTGoLKueQ1WgbD,2013-09-13,0.532,0.783,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427,4
296,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,2014-04-23,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4
297,Daya,"Sit Still, Look Pretty",Hide Away,0uyZ5ckiIUbFZd3P6RWmrj,2016-10-07,0.885,0.8,11,-4.714,0,0.0846,1.99e-06,0.0734,0.464,95.018,192376,4
298,B.o.B,Underground Luxury,HeadBand (feat. 2 Chainz),2LvRR121MWFmmEGkuV2vQP,2013-12-16,0.919,0.506,1,-7.14,1,0.304,0.0,0.0771,0.273,97.465,220240,4
299,Joel Adams,Please Don't Go,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,2015-11-06,0.513,0.768,4,-4.868,0,0.0587,1.94e-05,0.294,0.235,84.264,210580,4
300,Rihanna,Good Girl Gone Bad: Reloaded,Disturbia,2VOomzT6VavJOGBeySqaMc,2008-06-02,0.707,0.813,11,-4.515,0,0.0571,0.0,0.168,0.722,124.921,238627,4
301,Neon Trees,Habits,Animal,1fBl642IhJOE5U319Gy2Go,2010-01-01,0.482,0.833,5,-5.611,1,0.0449,0.0,0.365,0.74,148.039,212293,4
302,Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,2012,0.673,0.758,7,-3.632,1,0.158,0.0,0.341,0.542,135.956,229507,4
303,Far East Movement,Free Wired,Rocketeer,45sDIKapDyxPl307QpEAwl,2010-01-01,0.664,0.845,4,-6.115,0,0.0461,0.0,0.267,0.357,96.005,211253,4
304,Sean Kingston,Tomorrow,Fire Burning,2oENJa1T33GJ0w8dC167G4,2009-09-07,0.839,0.804,1,-2.513,1,0.0329,0.0,0.331,0.888,122.973,239987,4
305,American Authors,"Oh, What A Life",Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,0.673,0.902,2,-2.392,1,0.0346,0.000262,0.0558,0.538,100.012,194240,4
306,Big Time Rush,BTR,Boyfriend,1rKBOL9kJfX1Y4C3QaOvRH,2010-10-11,0.614,0.857,1,-4.171,0,0.111,0.0,0.177,0.677,164.146,201040,4
307,Jason Derulo,Jason Derulo,Ridin' Solo,6BaxqcoEM9r3LXisTyJjST,2010-02-24,0.442,0.83,9,-4.02,1,0.146,0.0,0.129,0.578,89.338,215747,4
308,Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,2015,0.689,0.481,10,-7.503,1,0.0815,1.03e-06,0.0649,0.283,80.025,229526,4
309,Pitbull,Planet Pit (Deluxe Version),Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,0.671,0.939,8,-3.206,1,0.161,0.0,0.298,0.53,129.024,252307,4
310,Ed Sheeran,÷ (Deluxe),Shape of You,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,0.825,0.652,1,-3.183,0,0.0802,0.0,0.0931,0.931,95.977,233713,4
311,HRVY,Talk To Ya - EP,Personal,33KJ2xFYONOlIYDBg6wPx8,2017-11-30,0.755,0.536,8,-5.605,1,0.12,0.0,0.0282,0.882,138.969,198040,4
312,Justin Bieber,My World 2.0,Somebody To Love,3rLIv187BhjyweFe89SgLn,2010-01-01,0.714,0.833,5,-5.239,1,0.0259,0.0,0.298,0.663,129.964,220920,4
313,Jordin Sparks,Jordin Sparks,No Air (feat. Chris Brown),1jUA4rb6ZCv4gby4YU53xq,2007-11-20,0.466,0.759,8,-4.978,0,0.199,0.0,0.0587,0.328,160.033,264373,4
314,WALK THE MOON,TALKING IS HARD (Expanded Edition),Shut Up and Dance,0kzw2tRyuL9rzipi5ntlIy,2014-12-02,0.578,0.866,1,-3.804,1,0.0619,0.0,0.257,0.619,128.038,199080,4
315,Sam Smith,"Fire On Fire (From ""Watership Down"")","Fire On Fire - From ""Watership Down""",5rFj8OzffT0iggSjcBaeND,2018-12-21,0.584,0.407,1,-7.356,0,0.046,0.0,0.18,0.341,115.124,246735,4
316,Uncle Kracker,No Stranger to Shame,Drift Away,0RFgvrhkf9FiDRLA0BhzpZ,2002-07-09,0.583,0.66,11,-5.078,1,0.0377,0.0,0.0979,0.861,151.956,255560,4
317,Maroon 5,V,Sugar,2iuZJX9X9P0GKaE93xcPjk,2014-09-02,0.748,0.788,1,-7.055,1,0.0334,0.0,0.0863,0.884,120.076,235493,4
318,Andy Grammer,Andy Grammer,Keep Your Head Up,4Jz4bjXeiF2SXVj9P4YfY5,2011-06-14,0.674,0.778,0,-5.367,1,0.0376,0.0,0.145,0.816,90.01,189933,4
319,Nico & Vinz,Black Star Elephant,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,2014,0.729,0.675,8,-6.003,1,0.0312,1.58e-06,0.55,0.779,119.968,245867,4
320,Kesha,Cannibal (Expanded Edition),We R Who We R,3LUWWox8YYykohBbHUrrxd,2010-11-19,0.736,0.817,8,-4.9,1,0.0407,0.00167,0.117,0.653,119.95,204760,4
321,Justin Bieber,My World 2.0,Baby,6epn3r7S14KUqlReYr77hA,2010-01-01,0.728,0.859,5,-5.237,0,0.137,0.0,0.111,0.535,65.043,214240,4
322,Flo Rida,Wild Ones,Whistle,3bC1ahPIYt1btJzSSEyyrF,2012-06-22,0.747,0.937,0,-5.746,1,0.0453,0.0,0.29,0.739,103.976,224653,4
323,Taylor Swift,Red (Big Machine Radio Release Special),22,6ce41JVa6KFaryfmC2bu2W,2012-10-22,0.661,0.729,7,-6.561,1,0.0376,0.0013,0.0477,0.668,103.987,232120,4
324,Owl City,Ocean Eyes,Fireflies,3DamFFqW32WihKkTVlwTYQ,2009-01-01,0.512,0.662,3,-6.797,1,0.0439,0.0,0.118,0.472,180.114,228347,4
325,Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,2013-10-04,0.613,0.622,1,-5.794,0,0.0334,0.0,0.37,0.484,80.003,231240,4
326,Neon Trees,Picture Show,Everybody Talks,2iUmqdfGZcHIhS3b9E9EWq,2012-01-01,0.471,0.924,8,-3.906,1,0.0586,0.0,0.313,0.725,154.961,177280,4
327,Flo Rida,Mail on Sunday,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,2008-03-17,0.918,0.609,10,-5.64,0,0.0791,0.0,0.139,0.304,128.008,231400,4
328,Demi Lovato,Don't Forget,La La Land,0M9VqYG0wVun054JIdwFO8,2008-01-01,0.467,0.919,6,-2.255,0,0.069,0.0,0.0193,0.706,169.987,196467,4
329,Katy Perry,PRISM,Dark Horse,4jbmgIyjGoXjY01XxatOx6,2013-01-01,0.647,0.585,6,-6.123,1,0.0512,0.0,0.165,0.353,131.934,215672,4
